timestamp,road_id,road_type,road_capacity,latitude,longitude,vehicle_count,average_speed,weather_condition,temperature,rainfall,accident,traffic_density,previous_density
2026-06-21 03:00:00,R101,Highway,2000,40.7128,-74.006,398,100,Cloudy,21.5,0.0,0,19.9,22.15
2026-06-21 04:00:00,R101,Highway,2000,40.7128,-74.006,401,100,Cloudy,21.5,0.0,0,20.05,19.9
2026-06-21 05:00:00,R101,Highway,2000,40.7128,-74.006,441,100,Cloudy,21.5,0.0,0,22.05,20.05
2026-06-21 06:00:00,R101,Highway,2000,40.7128,-74.006,425,100,Cloudy,21.5,0.0,0,21.25,22.05
2026-06-21 07:00:00,R101,Highway,2000,40.7128,-74.006,387,100,Cloudy,21.5,0.0,0,19.35,21.25
2026-06-21 08:00:00,R101,Highway,2000,40.7128,-74.006,374,100,Cloudy,21.5,0.0,0,18.7,19.35
2026-06-21 09:00:00,R101,Highway,2000,40.7128,-74.006,433,100,Cloudy,21.5,0.0,0,21.65,18.7
2026-06-21 10:00:00,R101,Highway,2000,40.7128,-74.006,437,100,Cloudy,21.5,0.0,0,21.85,21.65
2026-06-21 11:00:00,R101,Highway,2000,40.7128,-74.006,1410,54,Cloudy,21.5,0.0,0,70.5,21.85
2026-06-21 12:00:00,R101,Highway,2000,40.7128,-74.006,1546,49,Cloudy,21.5,0.0,0,77.3,70.5
2026-06-21 13:00:00,R101,Highway,2000,40.7128,-74.006,1585,47,Cloudy,21.5,0.0,0,79.25,77.3
2026-06-21 14:00:00,R101,Highway,2000,40.7128,-74.006,1537,49,Cloudy,21.5,0.0,0,76.85,79.25
2026-06-21 15:00:00,R101,Highway,2000,40.7128,-74.006,1272,60,Cloudy,21.5,0.0,0,63.6,76.85
2026-06-21 16:00:00,R101,Highway,2000,40.7128,-74.006,1190,64,Cloudy,21.5,0.0,0,59.5,63.6
2026-06-21 17:00:00,R101,Highway,2000,40.7128,-74.006,1343,57,Cloudy,21.5,0.0,0,67.15,59.5
2026-06-21 18:00:00,R101,Highway,2000,40.7128,-74.006,1349,57,Cloudy,21.5,0.0,0,67.45,67.15
2026-06-21 19:00:00,R101,Highway,2000,40.7128,-74.006,1210,63,Cloudy,21.5,0.0,0,60.5,67.45
2026-06-21 20:00:00,R101,Highway,2000,40.7128,-74.006,1045,71,Cloudy,21.5,0.0,0,52.25,60.5
2026-06-21 21:00:00,R101,Highway,2000,40.7128,-74.006,420,100,Cloudy,21.5,0.0,0,21.0,52.25
2026-06-21 22:00:00,R101,Highway,2000,40.7128,-74.006,362,100,Cloudy,21.5,0.0,0,18.1,21.0
2026-06-21 23:00:00,R101,Highway,2000,40.7128,-74.006,437,100,Cloudy,21.5,0.0,0,21.85,18.1
2026-06-22 00:00:00,R101,Highway,2000,40.7128,-74.006,403,100,Clear,33.2,0.0,0,20.15,21.85
2026-06-22 01:00:00,R101,Highway,2000,40.7128,-74.006,398,100,Clear,33.2,0.0,0,19.9,20.15
2026-06-22 02:00:00,R101,Highway,2000,40.7128,-74.006,438,100,Clear,33.2,0.0,0,21.9,19.9
2026-06-22 03:00:00,R101,Highway,2000,40.7128,-74.006,389,100,Clear,33.2,0.0,0,19.45,21.9
2026-06-22 04:00:00,R101,Highway,2000,40.7128,-74.006,380,100,Clear,33.2,0.0,0,19.0,19.45
2026-06-22 05:00:00,R101,Highway,2000,40.7128,-74.006,423,100,Clear,33.2,0.0,0,21.15,19.0
2026-06-22 06:00:00,R101,Highway,2000,40.7128,-74.006,405,100,Clear,33.2,0.0,0,20.25,21.15
2026-06-22 07:00:00,R101,Highway,2000,40.7128,-74.006,1903,37,Clear,33.2,0.0,0,95.15,20.25
2026-06-22 08:00:00,R101,Highway,2000,40.7128,-74.006,1740,42,Clear,33.2,0.0,0,87.0,95.15
2026-06-22 09:00:00,R101,Highway,2000,40.7128,-74.006,1878,38,Clear,33.2,0.0,0,93.9,87.0
2026-06-22 10:00:00,R101,Highway,2000,40.7128,-74.006,1322,58,Clear,33.2,0.0,0,66.1,93.9
2026-06-22 11:00:00,R101,Highway,2000,40.7128,-74.006,1364,56,Clear,33.2,0.0,0,68.2,66.1
2026-06-22 12:00:00,R101,Highway,2000,40.7128,-74.006,1171,65,Clear,33.2,0.0,0,58.55,68.2
2026-06-22 13:00:00,R101,Highway,2000,40.7128,-74.006,1228,62,Clear,33.2,0.0,0,61.4,58.55
2026-06-22 14:00:00,R101,Highway,2000,40.7128,-74.006,1184,64,Clear,33.2,0.0,0,59.2,61.4
2026-06-22 15:00:00,R101,Highway,2000,40.7128,-74.006,1355,56,Clear,33.2,0.0,0,67.75,59.2
2026-06-22 16:00:00,R101,Highway,2000,40.7128,-74.006,2119,32,Clear,33.2,0.0,0,105.95,67.75
2026-06-22 17:00:00,R101,Highway,2000,40.7128,-74.006,1831,39,Clear,33.2,0.0,0,91.55,105.95
2026-06-22 18:00:00,R101,Highway,2000,40.7128,-74.006,2046,33,Clear,33.2,0.0,0,102.3,91.55
2026-06-22 19:00:00,R101,Highway,2000,40.7128,-74.006,1732,42,Clear,33.2,0.0,0,86.6,102.3
2026-06-22 20:00:00,R101,Highway,2000,40.7128,-74.006,358,100,Clear,33.2,0.0,0,17.9,86.6
2026-06-22 21:00:00,R101,Highway,2000,40.7128,-74.006,425,100,Clear,33.2,0.0,0,21.25,17.9
2026-06-22 22:00:00,R101,Highway,2000,40.7128,-74.006,446,100,Clear,33.2,0.0,0,22.3,21.25
2026-06-22 23:00:00,R101,Highway,2000,40.7128,-74.006,388,100,Clear,33.2,0.0,0,19.4,22.3
2026-06-23 00:00:00,R101,Highway,2000,40.7128,-74.006,364,100,Clear,22.2,0.0,0,18.2,19.4
2026-06-23 01:00:00,R101,Highway,2000,40.7128,-74.006,369,100,Clear,22.2,0.0,0,18.45,18.2
2026-06-23 02:00:00,R101,Highway,2000,40.7128,-74.006,438,100,Clear,22.2,0.0,0,21.9,18.45
2026-06-23 03:00:00,R101,Highway,2000,40.7128,-74.006,342,100,Clear,22.2,0.0,0,17.1,21.9
2026-06-23 04:00:00,R101,Highway,2000,40.7128,-74.006,458,100,Clear,22.2,0.0,0,22.9,17.1
2026-06-23 05:00:00,R101,Highway,2000,40.7128,-74.006,407,100,Clear,22.2,0.0,0,20.35,22.9
2026-06-23 06:00:00,R101,Highway,2000,40.7128,-74.006,452,100,Clear,22.2,0.0,0,22.6,20.35
2026-06-23 07:00:00,R101,Highway,2000,40.7128,-74.006,1750,42,Clear,22.2,0.0,0,87.5,22.6
2026-06-23 08:00:00,R101,Highway,2000,40.7128,-74.006,1696,43,Clear,22.2,0.0,0,84.8,87.5
2026-06-23 09:00:00,R101,Highway,2000,40.7128,-74.006,1862,38,Clear,22.2,0.0,0,93.1,84.8
2026-06-23 10:00:00,R101,Highway,2000,40.7128,-74.006,1109,68,Clear,22.2,0.0,0,55.45,93.1
2026-06-23 11:00:00,R101,Highway,2000,40.7128,-74.006,1376,55,Clear,22.2,0.0,0,68.8,55.45
2026-06-23 12:00:00,R101,Highway,2000,40.7128,-74.006,1097,68,Clear,22.2,0.0,0,54.85,68.8
2026-06-23 13:00:00,R101,Highway,2000,40.7128,-74.006,1118,67,Clear,22.2,0.0,0,55.9,54.85
2026-06-23 14:00:00,R101,Highway,2000,40.7128,-74.006,1270,60,Clear,22.2,0.0,0,63.5,55.9
2026-06-23 15:00:00,R101,Highway,2000,40.7128,-74.006,1235,62,Clear,22.2,0.0,0,61.75,63.5
2026-06-23 16:00:00,R101,Highway,2000,40.7128,-74.006,2099,32,Clear,22.2,0.0,0,104.95,61.75
2026-06-23 17:00:00,R101,Highway,2000,40.7128,-74.006,1909,37,Clear,22.2,0.0,0,95.45,104.95
2026-06-23 18:00:00,R101,Highway,2000,40.7128,-74.006,1971,35,Clear,22.2,0.0,0,98.55,95.45
2026-06-23 19:00:00,R101,Highway,2000,40.7128,-74.006,2008,34,Clear,22.2,0.0,0,100.4,98.55
2026-06-23 20:00:00,R101,Highway,2000,40.7128,-74.006,458,100,Clear,22.2,0.0,0,22.9,100.4
2026-06-23 21:00:00,R101,Highway,2000,40.7128,-74.006,342,100,Clear,22.2,0.0,0,17.1,22.9
2026-06-23 22:00:00,R101,Highway,2000,40.7128,-74.006,450,100,Clear,22.2,0.0,0,22.5,17.1
2026-06-23 23:00:00,R101,Highway,2000,40.7128,-74.006,448,100,Clear,22.2,0.0,0,22.4,22.5
2026-06-24 00:00:00,R101,Highway,2000,40.7128,-74.006,389,100,Cloudy,22.0,0.0,0,19.45,22.4
2026-06-24 01:00:00,R101,Highway,2000,40.7128,-74.006,418,100,Cloudy,22.0,0.0,0,20.9,19.45
2026-06-24 02:00:00,R101,Highway,2000,40.7128,-74.006,343,100,Cloudy,22.0,0.0,0,17.15,20.9
2026-06-24 03:00:00,R101,Highway,2000,40.7128,-74.006,389,100,Cloudy,22.0,0.0,0,19.45,17.15
2026-06-24 04:00:00,R101,Highway,2000,40.7128,-74.006,356,100,Cloudy,22.0,0.0,0,17.8,19.45
2026-06-24 05:00:00,R101,Highway,2000,40.7128,-74.006,368,100,Cloudy,22.0,0.0,0,18.4,17.8
2026-06-24 06:00:00,R101,Highway,2000,40.7128,-74.006,418,100,Cloudy,22.0,0.0,0,20.9,18.4
2026-06-24 07:00:00,R101,Highway,2000,40.7128,-74.006,1599,47,Cloudy,22.0,0.0,0,79.95,20.9
2026-06-24 08:00:00,R101,Highway,2000,40.7128,-74.006,1800,40,Cloudy,22.0,0.0,0,90.0,79.95
2026-06-24 09:00:00,R101,Highway,2000,40.7128,-74.006,1728,42,Cloudy,22.0,0.0,0,86.4,90.0
2026-06-24 10:00:00,R101,Highway,2000,40.7128,-74.006,1317,58,Cloudy,22.0,0.0,0,65.85,86.4
2026-06-24 11:00:00,R101,Highway,2000,40.7128,-74.006,1057,70,Cloudy,22.0,0.0,0,52.85,65.85
2026-06-24 12:00:00,R101,Highway,2000,40.7128,-74.006,1344,57,Cloudy,22.0,0.0,0,67.2,52.85
2026-06-24 13:00:00,R101,Highway,2000,40.7128,-74.006,1040,71,Cloudy,22.0,0.0,0,52.0,67.2
2026-06-24 14:00:00,R101,Highway,2000,40.7128,-74.006,1304,58,Cloudy,22.0,0.0,0,65.2,52.0
2026-06-24 15:00:00,R101,Highway,2000,40.7128,-74.006,1295,59,Cloudy,22.0,0.0,0,64.75,65.2
2026-06-24 16:00:00,R101,Highway,2000,40.7128,-74.006,1915,37,Cloudy,22.0,0.0,0,95.75,64.75
2026-06-24 17:00:00,R101,Highway,2000,40.7128,-74.006,2182,30,Cloudy,22.0,0.0,0,109.1,95.75
2026-06-24 18:00:00,R101,Highway,2000,40.7128,-74.006,1991,35,Cloudy,22.0,0.0,0,99.55,109.1
2026-06-24 19:00:00,R101,Highway,2000,40.7128,-74.006,1899,37,Cloudy,22.0,0.0,0,94.95,99.55
2026-06-24 20:00:00,R101,Highway,2000,40.7128,-74.006,394,100,Cloudy,22.0,0.0,0,19.7,94.95
2026-06-24 21:00:00,R101,Highway,2000,40.7128,-74.006,388,100,Cloudy,22.0,0.0,0,19.4,19.7
2026-06-24 22:00:00,R101,Highway,2000,40.7128,-74.006,347,100,Cloudy,22.0,0.0,0,17.35,19.4
2026-06-24 23:00:00,R101,Highway,2000,40.7128,-74.006,434,100,Cloudy,22.0,0.0,0,21.7,17.35
2026-06-25 00:00:00,R101,Highway,2000,40.7128,-74.006,420,100,Clear,32.0,0.0,0,21.0,21.7
2026-06-25 01:00:00,R101,Highway,2000,40.7128,-74.006,450,100,Clear,32.0,0.0,0,22.5,21.0
2026-06-25 02:00:00,R101,Highway,2000,40.7128,-74.006,387,100,Clear,32.0,0.0,0,19.35,22.5
2026-06-25 03:00:00,R101,Highway,2000,40.7128,-74.006,388,100,Clear,32.0,0.0,0,19.4,19.35
2026-06-25 04:00:00,R101,Highway,2000,40.7128,-74.006,355,100,Clear,32.0,0.0,0,17.75,19.4
2026-06-25 05:00:00,R101,Highway,2000,40.7128,-74.006,368,100,Clear,32.0,0.0,0,18.4,17.75
2026-06-25 06:00:00,R101,Highway,2000,40.7128,-74.006,439,100,Clear,32.0,0.0,0,21.95,18.4
2026-06-25 07:00:00,R101,Highway,2000,40.7128,-74.006,2052,33,Clear,32.0,0.0,0,102.6,21.95
2026-06-25 08:00:00,R101,Highway,2000,40.7128,-74.006,2364,7,Clear,32.0,0.0,1,118.2,102.6
2026-06-25 09:00:00,R101,Highway,2000,40.7128,-74.006,1941,36,Clear,32.0,0.0,0,97.05,118.2
2026-06-25 10:00:00,R101,Highway,2000,40.7128,-74.006,1250,61,Clear,32.0,0.0,0,62.5,97.05
2026-06-25 11:00:00,R101,Highway,2000,40.7128,-74.006,1231,62,Clear,32.0,0.0,0,61.55,62.5
2026-06-25 12:00:00,R101,Highway,2000,40.7128,-74.006,1372,56,Clear,32.0,0.0,0,68.6,61.55
2026-06-25 13:00:00,R101,Highway,2000,40.7128,-74.006,1197,63,Clear,32.0,0.0,0,59.85,68.6
2026-06-25 14:00:00,R101,Highway,2000,40.7128,-74.006,1142,66,Clear,32.0,0.0,0,57.1,59.85
2026-06-25 15:00:00,R101,Highway,2000,40.7128,-74.006,1118,67,Clear,32.0,0.0,0,55.9,57.1
2026-06-25 16:00:00,R101,Highway,2000,40.7128,-74.006,2028,34,Clear,32.0,0.0,0,101.4,55.9
2026-06-25 17:00:00,R101,Highway,2000,40.7128,-74.006,1891,37,Clear,32.0,0.0,0,94.55,101.4
2026-06-25 18:00:00,R101,Highway,2000,40.7128,-74.006,1870,38,Clear,32.0,0.0,0,93.5,94.55
2026-06-25 19:00:00,R101,Highway,2000,40.7128,-74.006,2048,33,Clear,32.0,0.0,0,102.4,93.5
2026-06-25 20:00:00,R101,Highway,2000,40.7128,-74.006,388,100,Clear,32.0,0.0,0,19.4,102.4
2026-06-25 21:00:00,R101,Highway,2000,40.7128,-74.006,408,100,Clear,32.0,0.0,0,20.4,19.4
2026-06-25 22:00:00,R101,Highway,2000,40.7128,-74.006,403,100,Clear,32.0,0.0,0,20.15,20.4
2026-06-25 23:00:00,R101,Highway,2000,40.7128,-74.006,349,100,Clear,32.0,0.0,0,17.45,20.15
2026-06-26 00:00:00,R101,Highway,2000,40.7128,-74.006,415,100,Cloudy,20.0,0.0,0,20.75,17.45
2026-06-26 01:00:00,R101,Highway,2000,40.7128,-74.006,363,100,Cloudy,20.0,0.0,0,18.15,20.75
2026-06-26 02:00:00,R101,Highway,2000,40.7128,-74.006,352,100,Cloudy,20.0,0.0,0,17.6,18.15
2026-06-26 03:00:00,R101,Highway,2000,40.7128,-74.006,411,100,Cloudy,20.0,0.0,0,20.55,17.6
2026-06-26 04:00:00,R101,Highway,2000,40.7128,-74.006,386,100,Cloudy,20.0,0.0,0,19.3,20.55
2026-06-26 05:00:00,R101,Highway,2000,40.7128,-74.006,385,100,Cloudy,20.0,0.0,0,19.25,19.3
2026-06-26 06:00:00,R101,Highway,2000,40.7128,-74.006,376,100,Cloudy,20.0,0.0,0,18.8,19.25
2026-06-26 07:00:00,R101,Highway,2000,40.7128,-74.006,1578,48,Cloudy,20.0,0.0,0,78.9,18.8
2026-06-26 08:00:00,R101,Highway,2000,40.7128,-74.006,1606,47,Cloudy,20.0,0.0,0,80.3,78.9
2026-06-26 09:00:00,R101,Highway,2000,40.7128,-74.006,1692,44,Cloudy,20.0,0.0,0,84.6,80.3
2026-06-26 10:00:00,R101,Highway,2000,40.7128,-74.006,1148,66,Cloudy,20.0,0.0,0,57.4,84.6
2026-06-26 11:00:00,R101,Highway,2000,40.7128,-74.006,1096,68,Cloudy,20.0,0.0,0,54.8,57.4
2026-06-26 12:00:00,R101,Highway,2000,40.7128,-74.006,1278,60,Cloudy,20.0,0.0,0,63.9,54.8
2026-06-26 13:00:00,R101,Highway,2000,40.7128,-74.006,1166,65,Cloudy,20.0,0.0,0,58.3,63.9
2026-06-26 14:00:00,R101,Highway,2000,40.7128,-74.006,1089,69,Cloudy,20.0,0.0,0,54.45,58.3
2026-06-26 15:00:00,R101,Highway,2000,40.7128,-74.006,1145,66,Cloudy,20.0,0.0,0,57.25,54.45
2026-06-26 16:00:00,R101,Highway,2000,40.7128,-74.006,1852,39,Cloudy,20.0,0.0,0,92.6,57.25
2026-06-26 17:00:00,R101,Highway,2000,40.7128,-74.006,1638,45,Cloudy,20.0,0.0,0,81.9,92.6
2026-06-26 18:00:00,R101,Highway,2000,40.7128,-74.006,1639,45,Cloudy,20.0,0.0,0,81.95,81.9
2026-06-26 19:00:00,R101,Highway,2000,40.7128,-74.006,1861,38,Cloudy,20.0,0.0,0,93.05,81.95
2026-06-26 20:00:00,R101,Highway,2000,40.7128,-74.006,426,100,Cloudy,20.0,0.0,0,21.3,93.05
2026-06-26 21:00:00,R101,Highway,2000,40.7128,-74.006,360,100,Cloudy,20.0,0.0,0,18.0,21.3
2026-06-26 22:00:00,R101,Highway,2000,40.7128,-74.006,357,100,Cloudy,20.0,0.0,0,17.85,18.0
2026-06-26 23:00:00,R101,Highway,2000,40.7128,-74.006,403,100,Cloudy,20.0,0.0,0,20.15,17.85
2026-06-27 00:00:00,R101,Highway,2000,40.7128,-74.006,403,80,Heavy Rain,11.5,6.9,0,20.15,20.15
2026-06-27 01:00:00,R101,Highway,2000,40.7128,-74.006,349,80,Heavy Rain,11.5,6.9,0,17.45,20.15
2026-06-27 02:00:00,R101,Highway,2000,40.7128,-74.006,411,80,Heavy Rain,11.5,6.9,0,20.55,17.45
2026-06-27 03:00:00,R101,Highway,2000,40.7128,-74.006,465,24,Heavy Rain,11.5,6.9,1,23.25,20.55
2026-06-27 04:00:00,R101,Highway,2000,40.7128,-74.006,367,80,Heavy Rain,11.5,6.9,0,18.35,23.25
2026-06-27 05:00:00,R101,Highway,2000,40.7128,-74.006,374,80,Heavy Rain,11.5,6.9,0,18.7,18.35
2026-06-27 06:00:00,R101,Highway,2000,40.7128,-74.006,373,80,Heavy Rain,11.5,6.9,0,18.65,18.7
2026-06-27 07:00:00,R101,Highway,2000,40.7128,-74.006,345,80,Heavy Rain,11.5,6.9,0,17.25,18.65
2026-06-27 08:00:00,R101,Highway,2000,40.7128,-74.006,324,80,Heavy Rain,11.5,6.9,0,16.2,17.25
2026-06-27 09:00:00,R101,Highway,2000,40.7128,-74.006,361,80,Heavy Rain,11.5,6.9,0,18.05,16.2
2026-06-27 10:00:00,R101,Highway,2000,40.7128,-74.006,341,80,Heavy Rain,11.5,6.9,0,17.05,18.05
2026-06-27 11:00:00,R101,Highway,2000,40.7128,-74.006,1382,44,Heavy Rain,11.5,6.9,0,69.1,17.05
2026-06-27 12:00:00,R101,Highway,2000,40.7128,-74.006,1094,55,Heavy Rain,11.5,6.9,0,54.7,69.1
2026-06-27 13:00:00,R101,Highway,2000,40.7128,-74.006,1427,43,Heavy Rain,11.5,6.9,0,71.35,54.7
2026-06-27 14:00:00,R101,Highway,2000,40.7128,-74.006,1184,51,Heavy Rain,11.5,6.9,0,59.2,71.35
2026-06-27 15:00:00,R101,Highway,2000,40.7128,-74.006,1375,44,Heavy Rain,11.5,6.9,0,68.75,59.2
2026-06-27 16:00:00,R101,Highway,2000,40.7128,-74.006,1224,50,Heavy Rain,11.5,6.9,0,61.2,68.75
2026-06-27 17:00:00,R101,Highway,2000,40.7128,-74.006,1161,15,Heavy Rain,11.5,6.9,1,58.05,61.2
2026-06-27 18:00:00,R101,Highway,2000,40.7128,-74.006,1019,58,Heavy Rain,11.5,6.9,0,50.95,58.05
2026-06-27 19:00:00,R101,Highway,2000,40.7128,-74.006,1122,54,Heavy Rain,11.5,6.9,0,56.1,50.95
2026-06-27 20:00:00,R101,Highway,2000,40.7128,-74.006,1147,53,Heavy Rain,11.5,6.9,0,57.35,56.1
2026-06-27 21:00:00,R101,Highway,2000,40.7128,-74.006,330,80,Heavy Rain,11.5,6.9,0,16.5,57.35
2026-06-27 22:00:00,R101,Highway,2000,40.7128,-74.006,318,80,Heavy Rain,11.5,6.9,0,15.9,16.5
2026-06-27 23:00:00,R101,Highway,2000,40.7128,-74.006,396,80,Heavy Rain,11.5,6.9,0,19.8,15.9
2026-06-28 00:00:00,R101,Highway,2000,40.7128,-74.006,350,100,Cloudy,21.6,0.0,0,17.5,19.8
2026-06-28 01:00:00,R101,Highway,2000,40.7128,-74.006,413,100,Cloudy,21.6,0.0,0,20.65,17.5
2026-06-28 02:00:00,R101,Highway,2000,40.7128,-74.006,451,100,Cloudy,21.6,0.0,0,22.55,20.65
2026-06-28 03:00:00,R101,Highway,2000,40.7128,-74.006,345,100,Cloudy,21.6,0.0,0,17.25,22.55
2026-06-28 04:00:00,R101,Highway,2000,40.7128,-74.006,362,100,Cloudy,21.6,0.0,0,18.1,17.25
2026-06-28 05:00:00,R101,Highway,2000,40.7128,-74.006,452,100,Cloudy,21.6,0.0,0,22.6,18.1
2026-06-28 06:00:00,R101,Highway,2000,40.7128,-74.006,449,100,Cloudy,21.6,0.0,0,22.45,22.6
2026-06-28 07:00:00,R101,Highway,2000,40.7128,-74.006,348,100,Cloudy,21.6,0.0,0,17.4,22.45
2026-06-28 08:00:00,R101,Highway,2000,40.7128,-74.006,428,100,Cloudy,21.6,0.0,0,21.4,17.4
2026-06-28 09:00:00,R101,Highway,2000,40.7128,-74.006,459,100,Cloudy,21.6,0.0,0,22.95,21.4
2026-06-28 10:00:00,R101,Highway,2000,40.7128,-74.006,395,100,Cloudy,21.6,0.0,0,19.75,22.95
2026-06-28 11:00:00,R101,Highway,2000,40.7128,-74.006,1219,62,Cloudy,21.6,0.0,0,60.95,19.75
