timestamp,road_id,road_capacity,latitude,longitude,vehicle_count,average_speed,temperature,rainfall,accident,traffic_density,previous_density,hour,day_of_week,month,is_weekend,is_peak_hour,congestion_level,density_lag_1,density_lag_2,density_lag_3,rolling_density,road_type_Highway,road_type_Residential,weather_condition_Cloudy,weather_condition_Heavy Rain,weather_condition_Rainy
2026-06-20 09:00:00,R101,2000,40.7128,-74.006,415.0,100,30.5,0.0,0,20.75,22.15,9,5,6,1,1,0,22.15,17.15,17.9,20.016666666666666,True,False,False,False,False
2026-06-20 10:00:00,R101,2000,40.7128,-74.006,429.0,100,30.5,0.0,0,21.45,20.75,10,5,6,1,0,0,20.75,22.15,17.15,21.45,True,False,False,False,False
2026-06-20 11:00:00,R101,2000,40.7128,-74.006,1262.0,60,30.5,0.0,0,63.1,21.45,11,5,6,1,0,2,21.45,20.75,22.15,35.1,True,False,False,False,False
2026-06-20 12:00:00,R101,2000,40.7128,-74.006,1463.0,52,30.5,0.0,0,73.15,63.1,12,5,6,1,0,2,63.1,21.45,20.75,52.56666666666667,True,False,False,False,False
2026-06-20 13:00:00,R101,2000,40.7128,-74.006,1261.0,60,30.5,0.0,0,63.05,73.15,13,5,6,1,0,2,73.15,63.1,21.45,66.43333333333334,True,False,False,False,False
2026-06-20 14:00:00,R101,2000,40.7128,-74.006,1367.0,56,30.5,0.0,0,68.35,63.05,14,5,6,1,0,2,63.05,73.15,63.1,68.18333333333334,True,False,False,False,False
2026-06-20 15:00:00,R101,2000,40.7128,-74.006,1537.0,49,30.5,0.0,0,76.85,68.35,15,5,6,1,0,2,68.35,63.05,73.15,69.41666666666667,True,False,False,False,False
2026-06-20 16:00:00,R101,2000,40.7128,-74.006,1269.0,60,30.5,0.0,0,63.45,76.85,16,5,6,1,1,2,76.85,68.35,63.05,69.55,True,False,False,False,False
2026-06-20 17:00:00,R101,2000,40.7128,-74.006,1082.0,69,30.5,0.0,0,54.1,63.45,17,5,6,1,1,1,63.45,76.85,68.35,64.8,True,False,False,False,False
2026-06-20 18:00:00,R101,2000,40.7128,-74.006,1320.0,58,30.5,0.0,0,66.0,54.1,18,5,6,1,1,2,54.1,63.45,76.85,61.18333333333334,True,False,False,False,False
2026-06-20 19:00:00,R101,2000,40.7128,-74.006,1249.0,61,30.5,0.0,0,62.45,66.0,19,5,6,1,1,2,66.0,54.1,63.45,60.85,True,False,False,False,False
2026-06-20 20:00:00,R101,2000,40.7128,-74.006,1347.0,57,30.5,0.0,0,67.35,62.45,20,5,6,1,0,2,62.45,66.0,54.1,65.26666666666667,True,False,False,False,False
2026-06-20 21:00:00,R101,2000,40.7128,-74.006,357.0,100,30.5,0.0,0,17.85,67.35,21,5,6,1,0,0,67.35,62.45,66.0,49.21666666666667,True,False,False,False,False
2026-06-20 22:00:00,R101,2000,40.7128,-74.006,403.0,100,30.5,0.0,0,20.15,17.85,22,5,6,1,0,0,17.85,67.35,62.45,35.11666666666667,True,False,False,False,False
2026-06-20 23:00:00,R101,2000,40.7128,-74.006,427.0,100,30.5,0.0,0,21.35,20.15,23,5,6,1,0,0,20.15,17.85,67.35,19.783333333333335,True,False,False,False,False
2026-06-21 00:00:00,R101,2000,40.7128,-74.006,456.0,100,21.5,0.0,0,22.8,21.35,0,6,6,1,0,0,21.35,20.15,17.85,21.433333333333334,True,False,True,False,False
2026-06-21 01:00:00,R101,2000,40.7128,-74.006,449.0,100,21.5,0.0,0,22.45,22.8,1,6,6,1,0,0,22.8,21.35,20.15,22.2,True,False,True,False,False
2026-06-21 02:00:00,R101,2000,40.7128,-74.006,443.0,100,21.5,0.0,0,22.15,22.45,2,6,6,1,0,0,22.45,22.8,21.35,22.46666666666667,True,False,True,False,False
2026-06-21 03:00:00,R101,2000,40.7128,-74.006,398.0,100,21.5,0.0,0,19.9,22.15,3,6,6,1,0,0,22.15,22.45,22.8,21.5,True,False,True,False,False
2026-06-21 04:00:00,R101,2000,40.7128,-74.006,401.0,100,21.5,0.0,0,20.05,19.9,4,6,6,1,0,0,19.9,22.15,22.45,20.7,True,False,True,False,False
2026-06-21 05:00:00,R101,2000,40.7128,-74.006,441.0,100,21.5,0.0,0,22.05,20.05,5,6,6,1,0,0,20.05,19.9,22.15,20.666666666666668,True,False,True,False,False
2026-06-21 06:00:00,R101,2000,40.7128,-74.006,425.0,100,21.5,0.0,0,21.25,22.05,6,6,6,1,0,0,22.05,20.05,19.9,21.116666666666667,True,False,True,False,False
2026-06-21 07:00:00,R101,2000,40.7128,-74.006,387.0,100,21.5,0.0,0,19.35,21.25,7,6,6,1,1,0,21.25,22.05,20.05,20.883333333333333,True,False,True,False,False
2026-06-21 08:00:00,R101,2000,40.7128,-74.006,374.0,100,21.5,0.0,0,18.7,19.35,8,6,6,1,1,0,19.35,21.25,22.05,19.766666666666666,True,False,True,False,False
2026-06-21 09:00:00,R101,2000,40.7128,-74.006,433.0,100,21.5,0.0,0,21.65,18.7,9,6,6,1,1,0,18.7,19.35,21.25,19.900000000000002,True,False,True,False,False
2026-06-21 10:00:00,R101,2000,40.7128,-74.006,437.0,100,21.5,0.0,0,21.85,21.65,10,6,6,1,0,0,21.65,18.7,19.35,20.733333333333334,True,False,True,False,False
2026-06-21 11:00:00,R101,2000,40.7128,-74.006,1410.0,54,21.5,0.0,0,70.5,21.85,11,6,6,1,0,2,21.85,21.65,18.7,38.0,True,False,True,False,False
2026-06-21 12:00:00,R101,2000,40.7128,-74.006,1546.0,49,21.5,0.0,0,77.3,70.5,12,6,6,1,0,2,70.5,21.85,21.65,56.550000000000004,True,False,True,False,False
2026-06-21 13:00:00,R101,2000,40.7128,-74.006,1585.0,47,21.5,0.0,0,79.25,77.3,13,6,6,1,0,2,77.3,70.5,21.85,75.68333333333334,True,False,True,False,False
2026-06-21 14:00:00,R101,2000,40.7128,-74.006,1537.0,49,21.5,0.0,0,76.85,79.25,14,6,6,1,0,2,79.25,77.3,70.5,77.8,True,False,True,False,False
2026-06-21 15:00:00,R101,2000,40.7128,-74.006,1272.0,60,21.5,0.0,0,63.6,76.85,15,6,6,1,0,2,76.85,79.25,77.3,73.23333333333333,True,False,True,False,False
2026-06-21 16:00:00,R101,2000,40.7128,-74.006,1190.0,64,21.5,0.0,0,59.5,63.6,16,6,6,1,1,1,63.6,76.85,79.25,66.64999999999999,True,False,True,False,False
2026-06-21 17:00:00,R101,2000,40.7128,-74.006,1343.0,57,21.5,0.0,0,67.15,59.5,17,6,6,1,1,2,59.5,63.6,76.85,63.416666666666664,True,False,True,False,False
2026-06-21 18:00:00,R101,2000,40.7128,-74.006,1349.0,57,21.5,0.0,0,67.45,67.15,18,6,6,1,1,2,67.15,59.5,63.6,64.7,True,False,True,False,False
2026-06-21 19:00:00,R101,2000,40.7128,-74.006,1210.0,63,21.5,0.0,0,60.5,67.45,19,6,6,1,1,2,67.45,67.15,59.5,65.03333333333335,True,False,True,False,False
2026-06-21 20:00:00,R101,2000,40.7128,-74.006,1045.0,71,21.5,0.0,0,52.25,60.5,20,6,6,1,0,1,60.5,67.45,67.15,60.06666666666666,True,False,True,False,False
2026-06-21 21:00:00,R101,2000,40.7128,-74.006,420.0,100,21.5,0.0,0,21.0,52.25,21,6,6,1,0,0,52.25,60.5,67.45,44.583333333333336,True,False,True,False,False
2026-06-21 22:00:00,R101,2000,40.7128,-74.006,362.0,100,21.5,0.0,0,18.1,21.0,22,6,6,1,0,0,21.0,52.25,60.5,30.45,True,False,True,False,False
2026-06-21 23:00:00,R101,2000,40.7128,-74.006,437.0,100,21.5,0.0,0,21.85,18.1,23,6,6,1,0,0,18.1,21.0,52.25,20.316666666666666,True,False,True,False,False
2026-06-22 00:00:00,R101,2000,40.7128,-74.006,403.0,100,33.2,0.0,0,20.15,21.85,0,0,6,0,0,0,21.85,18.1,21.0,20.033333333333335,True,False,False,False,False
2026-06-22 01:00:00,R101,2000,40.7128,-74.006,398.0,100,33.2,0.0,0,19.9,20.15,1,0,6,0,0,0,20.15,21.85,18.1,20.633333333333333,True,False,False,False,False
2026-06-22 02:00:00,R101,2000,40.7128,-74.006,438.0,100,33.2,0.0,0,21.9,19.9,2,0,6,0,0,0,19.9,20.15,21.85,20.65,True,False,False,False,False
2026-06-22 03:00:00,R101,2000,40.7128,-74.006,389.0,100,33.2,0.0,0,19.45,21.9,3,0,6,0,0,0,21.9,19.9,20.15,20.416666666666668,True,False,False,False,False
2026-06-22 04:00:00,R101,2000,40.7128,-74.006,380.0,100,33.2,0.0,0,19.0,19.45,4,0,6,0,0,0,19.45,21.9,19.9,20.116666666666664,True,False,False,False,False
2026-06-22 05:00:00,R101,2000,40.7128,-74.006,423.0,100,33.2,0.0,0,21.15,19.0,5,0,6,0,0,0,19.0,19.45,21.9,19.866666666666664,True,False,False,False,False
2026-06-22 06:00:00,R101,2000,40.7128,-74.006,405.0,100,33.2,0.0,0,20.25,21.15,6,0,6,0,0,0,21.15,19.0,19.45,20.13333333333333,True,False,False,False,False
2026-06-22 07:00:00,R101,2000,40.7128,-74.006,1903.0,37,33.2,0.0,0,95.15,20.25,7,0,6,0,1,3,20.25,21.15,19.0,45.51666666666667,True,False,False,False,False
2026-06-22 08:00:00,R101,2000,40.7128,-74.006,1740.0,42,33.2,0.0,0,87.0,95.15,8,0,6,0,1,3,95.15,20.25,21.15,67.46666666666667,True,False,False,False,False
2026-06-22 09:00:00,R101,2000,40.7128,-74.006,1878.0,38,33.2,0.0,0,93.9,87.0,9,0,6,0,1,3,87.0,95.15,20.25,92.01666666666667,True,False,False,False,False
2026-06-22 10:00:00,R101,2000,40.7128,-74.006,1322.0,58,33.2,0.0,0,66.1,93.9,10,0,6,0,0,2,93.9,87.0,95.15,82.33333333333333,True,False,False,False,False
2026-06-22 11:00:00,R101,2000,40.7128,-74.006,1364.0,56,33.2,0.0,0,68.2,66.1,11,0,6,0,0,2,66.1,93.9,87.0,76.06666666666666,True,False,False,False,False
2026-06-22 12:00:00,R101,2000,40.7128,-74.006,1171.0,65,33.2,0.0,0,58.55,68.2,12,0,6,0,0,1,68.2,66.1,93.9,64.28333333333333,True,False,False,False,False
2026-06-22 13:00:00,R101,2000,40.7128,-74.006,1228.0,62,33.2,0.0,0,61.4,58.55,13,0,6,0,0,2,58.55,68.2,66.1,62.71666666666667,True,False,False,False,False
2026-06-22 14:00:00,R101,2000,40.7128,-74.006,1184.0,64,33.2,0.0,0,59.2,61.4,14,0,6,0,0,1,61.4,58.55,68.2,59.71666666666667,True,False,False,False,False
2026-06-22 15:00:00,R101,2000,40.7128,-74.006,1355.0,56,33.2,0.0,0,67.75,59.2,15,0,6,0,0,2,59.2,61.4,58.55,62.78333333333334,True,False,False,False,False
2026-06-22 16:00:00,R101,2000,40.7128,-74.006,2119.0,32,33.2,0.0,0,105.95,67.75,16,0,6,0,1,3,67.75,59.2,61.4,77.63333333333334,True,False,False,False,False
2026-06-22 17:00:00,R101,2000,40.7128,-74.006,1831.0,39,33.2,0.0,0,91.55,105.95,17,0,6,0,1,3,105.95,67.75,59.2,88.41666666666667,True,False,False,False,False
2026-06-22 18:00:00,R101,2000,40.7128,-74.006,2046.0,33,33.2,0.0,0,102.3,91.55,18,0,6,0,1,3,91.55,105.95,67.75,99.93333333333334,True,False,False,False,False
2026-06-22 19:00:00,R101,2000,40.7128,-74.006,1732.0,42,33.2,0.0,0,86.6,102.3,19,0,6,0,1,3,102.3,91.55,105.95,93.48333333333335,True,False,False,False,False
2026-06-22 20:00:00,R101,2000,40.7128,-74.006,358.0,100,33.2,0.0,0,17.9,86.6,20,0,6,0,0,0,86.6,102.3,91.55,68.93333333333334,True,False,False,False,False
2026-06-22 21:00:00,R101,2000,40.7128,-74.006,425.0,100,33.2,0.0,0,21.25,17.9,21,0,6,0,0,0,17.9,86.6,102.3,41.916666666666664,True,False,False,False,False
2026-06-22 22:00:00,R101,2000,40.7128,-74.006,446.0,100,33.2,0.0,0,22.3,21.25,22,0,6,0,0,0,21.25,17.9,86.6,20.483333333333338,True,False,False,False,False
2026-06-22 23:00:00,R101,2000,40.7128,-74.006,388.0,100,33.2,0.0,0,19.4,22.3,23,0,6,0,0,0,22.3,21.25,17.9,20.983333333333338,True,False,False,False,False
2026-06-23 00:00:00,R101,2000,40.7128,-74.006,364.0,100,22.2,0.0,0,18.2,19.4,0,1,6,0,0,0,19.4,22.3,21.25,19.966666666666672,True,False,False,False,False
2026-06-23 01:00:00,R101,2000,40.7128,-74.006,369.0,100,22.2,0.0,0,18.45,18.2,1,1,6,0,0,0,18.2,19.4,22.3,18.683333333333337,True,False,False,False,False
2026-06-23 02:00:00,R101,2000,40.7128,-74.006,438.0,100,22.2,0.0,0,21.9,18.45,2,1,6,0,0,0,18.45,18.2,19.4,19.51666666666667,True,False,False,False,False
2026-06-23 03:00:00,R101,2000,40.7128,-74.006,342.0,100,22.2,0.0,0,17.1,21.9,3,1,6,0,0,0,21.9,18.45,18.2,19.150000000000006,True,False,False,False,False
2026-06-23 04:00:00,R101,2000,40.7128,-74.006,458.0,100,22.2,0.0,0,22.9,17.1,4,1,6,0,0,0,17.1,21.9,18.45,20.633333333333336,True,False,False,False,False
2026-06-23 05:00:00,R101,2000,40.7128,-74.006,407.0,100,22.2,0.0,0,20.35,22.9,5,1,6,0,0,0,22.9,17.1,21.9,20.116666666666674,True,False,False,False,False
2026-06-23 06:00:00,R101,2000,40.7128,-74.006,452.0,100,22.2,0.0,0,22.6,20.35,6,1,6,0,0,0,20.35,22.9,17.1,21.950000000000003,True,False,False,False,False
2026-06-23 07:00:00,R101,2000,40.7128,-74.006,1750.0,42,22.2,0.0,0,87.5,22.6,7,1,6,0,1,3,22.6,20.35,22.9,43.48333333333334,True,False,False,False,False
2026-06-23 08:00:00,R101,2000,40.7128,-74.006,1696.0,43,22.2,0.0,0,84.8,87.5,8,1,6,0,1,3,87.5,22.6,20.35,64.96666666666667,True,False,False,False,False
2026-06-23 09:00:00,R101,2000,40.7128,-74.006,1862.0,38,22.2,0.0,0,93.1,84.8,9,1,6,0,1,3,84.8,87.5,22.6,88.46666666666665,True,False,False,False,False
2026-06-23 10:00:00,R101,2000,40.7128,-74.006,1109.0,68,22.2,0.0,0,55.45,93.1,10,1,6,0,0,1,93.1,84.8,87.5,77.78333333333335,True,False,False,False,False
2026-06-23 11:00:00,R101,2000,40.7128,-74.006,1376.0,55,22.2,0.0,0,68.8,55.45,11,1,6,0,0,2,55.45,93.1,84.8,72.45,True,False,False,False,False
2026-06-23 12:00:00,R101,2000,40.7128,-74.006,1097.0,68,22.2,0.0,0,54.85,68.8,12,1,6,0,0,1,68.8,55.45,93.1,59.70000000000001,True,False,False,False,False
2026-06-23 13:00:00,R101,2000,40.7128,-74.006,1118.0,67,22.2,0.0,0,55.9,54.85,13,1,6,0,0,1,54.85,68.8,55.45,59.85,True,False,False,False,False
2026-06-23 14:00:00,R101,2000,40.7128,-74.006,1270.0,60,22.2,0.0,0,63.5,55.9,14,1,6,0,0,2,55.9,54.85,68.8,58.083333333333336,True,False,False,False,False
2026-06-23 15:00:00,R101,2000,40.7128,-74.006,1235.0,62,22.2,0.0,0,61.75,63.5,15,1,6,0,0,2,63.5,55.9,54.85,60.38333333333335,True,False,False,False,False
2026-06-23 16:00:00,R101,2000,40.7128,-74.006,2099.0,32,22.2,0.0,0,104.95,61.75,16,1,6,0,1,3,61.75,63.5,55.9,76.73333333333333,True,False,False,False,False
2026-06-23 17:00:00,R101,2000,40.7128,-74.006,1909.0,37,22.2,0.0,0,95.45,104.95,17,1,6,0,1,3,104.95,61.75,63.5,87.38333333333334,True,False,False,False,False
2026-06-23 18:00:00,R101,2000,40.7128,-74.006,1971.0,35,22.2,0.0,0,98.55,95.45,18,1,6,0,1,3,95.45,104.95,61.75,99.65000000000002,True,False,False,False,False
2026-06-23 19:00:00,R101,2000,40.7128,-74.006,2008.0,34,22.2,0.0,0,100.4,98.55,19,1,6,0,1,3,98.55,95.45,104.95,98.13333333333334,True,False,False,False,False
2026-06-23 20:00:00,R101,2000,40.7128,-74.006,458.0,100,22.2,0.0,0,22.9,100.4,20,1,6,0,0,0,100.4,98.55,95.45,73.95,True,False,False,False,False
2026-06-23 21:00:00,R101,2000,40.7128,-74.006,342.0,100,22.2,0.0,0,17.1,22.9,21,1,6,0,0,0,22.9,100.4,98.55,46.80000000000001,True,False,False,False,False
2026-06-23 22:00:00,R101,2000,40.7128,-74.006,450.0,100,22.2,0.0,0,22.5,17.1,22,1,6,0,0,0,17.1,22.9,100.4,20.83333333333334,True,False,False,False,False
2026-06-23 23:00:00,R101,2000,40.7128,-74.006,448.0,100,22.2,0.0,0,22.4,22.5,23,1,6,0,0,0,22.5,17.1,22.9,20.66666666666667,True,False,False,False,False
2026-06-24 00:00:00,R101,2000,40.7128,-74.006,389.0,100,22.0,0.0,0,19.45,22.4,0,2,6,0,0,0,22.4,22.5,17.1,21.450000000000003,True,False,True,False,False
2026-06-24 01:00:00,R101,2000,40.7128,-74.006,418.0,100,22.0,0.0,0,20.9,19.45,1,2,6,0,0,0,19.45,22.4,22.5,20.91666666666667,True,False,True,False,False
2026-06-24 02:00:00,R101,2000,40.7128,-74.006,343.0,100,22.0,0.0,0,17.15,20.9,2,2,6,0,0,0,20.9,19.45,22.4,19.16666666666667,True,False,True,False,False
2026-06-24 03:00:00,R101,2000,40.7128,-74.006,389.0,100,22.0,0.0,0,19.45,17.15,3,2,6,0,0,0,17.15,20.9,19.45,19.166666666666668,True,False,True,False,False
2026-06-24 04:00:00,R101,2000,40.7128,-74.006,356.0,100,22.0,0.0,0,17.8,19.45,4,2,6,0,0,0,19.45,17.15,20.9,18.133333333333336,True,False,True,False,False
2026-06-24 05:00:00,R101,2000,40.7128,-74.006,368.0,100,22.0,0.0,0,18.4,17.8,5,2,6,0,0,0,17.8,19.45,17.15,18.550000000000008,True,False,True,False,False
2026-06-24 06:00:00,R101,2000,40.7128,-74.006,418.0,100,22.0,0.0,0,20.9,18.4,6,2,6,0,0,0,18.4,17.8,19.45,19.033333333333335,True,False,True,False,False
2026-06-24 07:00:00,R101,2000,40.7128,-74.006,1599.0,47,22.0,0.0,0,79.95,20.9,7,2,6,0,1,2,20.9,18.4,17.8,39.75000000000001,True,False,True,False,False
2026-06-24 08:00:00,R101,2000,40.7128,-74.006,1800.0,40,22.0,0.0,0,90.0,79.95,8,2,6,0,1,3,79.95,20.9,18.4,63.616666666666674,True,False,True,False,False
2026-06-24 09:00:00,R101,2000,40.7128,-74.006,1728.0,42,22.0,0.0,0,86.4,90.0,9,2,6,0,1,3,90.0,79.95,20.9,85.45,True,False,True,False,False
2026-06-24 10:00:00,R101,2000,40.7128,-74.006,1317.0,58,22.0,0.0,0,65.85,86.4,10,2,6,0,0,2,86.4,90.0,79.95,80.75,True,False,True,False,False
2026-06-24 11:00:00,R101,2000,40.7128,-74.006,1057.0,70,22.0,0.0,0,52.85,65.85,11,2,6,0,0,1,65.85,86.4,90.0,68.36666666666667,True,False,True,False,False
2026-06-24 12:00:00,R101,2000,40.7128,-74.006,1344.0,57,22.0,0.0,0,67.2,52.85,12,2,6,0,0,2,52.85,65.85,86.4,61.96666666666667,True,False,True,False,False
2026-06-24 13:00:00,R101,2000,40.7128,-74.006,1040.0,71,22.0,0.0,0,52.0,67.2,13,2,6,0,0,1,67.2,52.85,65.85,57.35,True,False,True,False,False
2026-06-24 14:00:00,R101,2000,40.7128,-74.006,1304.0,58,22.0,0.0,0,65.2,52.0,14,2,6,0,0,2,52.0,67.2,52.85,61.466666666666676,True,False,True,False,False
2026-06-24 15:00:00,R101,2000,40.7128,-74.006,1295.0,59,22.0,0.0,0,64.75,65.2,15,2,6,0,0,2,65.2,52.0,67.2,60.65,True,False,True,False,False
2026-06-24 16:00:00,R101,2000,40.7128,-74.006,1915.0,37,22.0,0.0,0,95.75,64.75,16,2,6,0,1,3,64.75,65.2,52.0,75.23333333333333,True,False,True,False,False
2026-06-24 17:00:00,R101,2000,40.7128,-74.006,2182.0,30,22.0,0.0,0,109.1,95.75,17,2,6,0,1,3,95.75,64.75,65.2,89.86666666666667,True,False,True,False,False
2026-06-24 18:00:00,R101,2000,40.7128,-74.006,1991.0,35,22.0,0.0,0,99.55,109.1,18,2,6,0,1,3,109.1,95.75,64.75,101.46666666666665,True,False,True,False,False
2026-06-24 19:00:00,R101,2000,40.7128,-74.006,1899.0,37,22.0,0.0,0,94.95,99.55,19,2,6,0,1,3,99.55,109.1,95.75,101.2,True,False,True,False,False
2026-06-24 20:00:00,R101,2000,40.7128,-74.006,394.0,100,22.0,0.0,0,19.7,94.95,20,2,6,0,0,0,94.95,99.55,109.1,71.39999999999999,True,False,True,False,False
2026-06-24 21:00:00,R101,2000,40.7128,-74.006,388.0,100,22.0,0.0,0,19.4,19.7,21,2,6,0,0,0,19.7,94.95,99.55,44.68333333333334,True,False,True,False,False
2026-06-24 22:00:00,R101,2000,40.7128,-74.006,347.0,100,22.0,0.0,0,17.35,19.4,22,2,6,0,0,0,19.4,19.7,94.95,18.816666666666666,True,False,True,False,False
2026-06-24 23:00:00,R101,2000,40.7128,-74.006,434.0,100,22.0,0.0,0,21.7,17.35,23,2,6,0,0,0,17.35,19.4,19.7,19.48333333333333,True,False,True,False,False
2026-06-25 00:00:00,R101,2000,40.7128,-74.006,420.0,100,32.0,0.0,0,21.0,21.7,0,3,6,0,0,0,21.7,17.35,19.4,20.016666666666666,True,False,False,False,False
2026-06-25 01:00:00,R101,2000,40.7128,-74.006,450.0,100,32.0,0.0,0,22.5,21.0,1,3,6,0,0,0,21.0,21.7,17.35,21.733333333333334,True,False,False,False,False
2026-06-25 02:00:00,R101,2000,40.7128,-74.006,387.0,100,32.0,0.0,0,19.35,22.5,2,3,6,0,0,0,22.5,21.0,21.7,20.95,True,False,False,False,False
